Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
6317,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,GUAYUYACO,JUANAMBU,B,O,44.7761,0.08,9396.87,751.7496,119645946.05,3554.5,Ley 756 8% variable
6318,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,MARANTA,AGAPANTO,QB,G,5.724,0.064,160.35,10.2624,208798.31,3554.5,Ley 756 8% variable
6319,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,MARANTA,AGAPANTO,B,O,38.7905,0.08,4676.82,374.1456,51587506.49,3554.5,Ley 756 8% variable
6320,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,MARANTA,MIRTO,B,O,37.8877,0.08,5991.2,479.296,64547669.1,3554.5,Ley 756 8% variable
6321,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,PUT 1,VONU,QB,G,4.5566,0.064,5341.22,341.83808,5536558.02,3554.5,Ley 756 8% variable
6322,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,2,PUT 1,VONU,B,O,52.32,0.08,646.57,51.7256,9619484.02,3554.5,Ley 756 8% variable
6323,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,CHAZA,COSTAYACO,B,G,7.2437,0.064,1570.75,100.528,2630799.72,3612.77,Ley 756 8% variable
6324,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,CHAZA,COSTAYACO,B,O,51.2625,0.08,125944.13,10075.5304,1865984422.35,3612.77,Ley 756 8% variable
6325,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,GUAYUYACO,JUANAMBU,QB,G,5.8761,0.064,1132.83,72.50112,1539125.96,3612.77,Ley 756 8% variable
6326,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,GUAYUYACO,JUANAMBU,B,O,51.1109,0.08,10666.47,853.3176,157566738.29,3612.77,Ley 756 8% variable
6327,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,MARANTA,AGAPANTO,QB,G,5.8153,0.064,178.96,11.45344,240629.22,3612.77,Ley 756 8% variable
6328,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,MARANTA,AGAPANTO,B,O,39.3914,0.08,4156.35,332.508,47319901,3612.77,Ley 756 8% variable
6329,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,MARANTA,MIRTO,B,O,38.5512,0.08,9198.02,735.8416,102485529.84,3612.77,Ley 756 8% variable
6330,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,PUT 1,VONU,B,G,4.7167,0.064,2985.93,191.09952,3256403.1,3612.77,Ley 756 8% variable
6331,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,3,PUT 1,VONU,B,O,55.65,0.08,1001.72,80.1376,16111716.41,3612.77,Ley 756 8% variable
6332,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,CHAZA,COSTAYACO,B,G,7.2946,0.064,2253.99,144.25536,3841661.56,3650.78,Ley 756 8% variable
6333,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,CHAZA,COSTAYACO,QB,G,7.2946,0.064,497.49,31.83936,847913.28,3650.78,Ley 756 8% variable
6334,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,CHAZA,COSTAYACO,B,O,49.8531,0.08,140922.69,11273.8152,2051864810.41,3650.78,Ley 756 8% variable
6335,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,GUAYUYACO,JUANAMBU,QB,G,5.9174,0.064,1046.4,66.9696,1446752.62,3650.78,Ley 756 8% variable
6336,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,GUAYUYACO,JUANAMBU,B,O,49.3294,0.08,9240.84,739.2672,133135211.8,3650.78,Ley 756 8% variable
6337,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,MARANTA,AGAPANTO,QB,G,5.8561,0.064,233.63,14.95232,319670.55,3650.78,Ley 756 8% variable
6338,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,MARANTA,AGAPANTO,B,O,41.2823,0.08,3826.29,306.1032,46133607.67,3650.78,Ley 756 8% variable
6339,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,MARANTA,MIRTO,QB,G,4.8753,0.064,32.3,2.0672,36793.19,3650.78,Ley 756 8% variable
6340,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,MARANTA,MIRTO,B,O,40.0355,0.08,10890.53,871.2424,127341488.28,3650.78,Ley 756 8% variable
6341,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,PUT 1,VONU,B,G,4.6339,0.064,3671.96,235.00544,3975669.1,3650.78,Ley 756 8% variable
6342,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,4,PUT 1,VONU,B,O,54.871,0.08,942.78,75.4224,15108762.2,3650.78,Ley 756 8% variable
6343,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,CHAZA,COSTAYACO,B,G,7.5709,0.064,1402.75,89.776,2539079.15,3735.67,Ley 756 8% variable
6344,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,CHAZA,COSTAYACO,B,O,54.614,0.08,105326.16,8426.0928,1719090453.29,3735.67,Ley 756 8% variable
6345,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,GUAYUYACO,JUANAMBU,QB,G,6.1415,0.064,1034.33,66.19712,1518735.01,3735.67,Ley 756 8% variable
6346,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,GUAYUYACO,JUANAMBU,B,O,54.1184,0.08,9203.99,736.3192,148860535.8,3735.67,Ley 756 8% variable
6347,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,MARANTA,AGAPANTO,QB,G,6.0779,0.064,58.25,3.728,84644.14,3735.67,Ley 756 8% variable
6348,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,MARANTA,AGAPANTO,B,O,45.82,0.08,956.05,76.484,13091643.62,3735.67,Ley 756 8% variable
6349,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,MARANTA,MIRTO,B,O,44.7529,0.08,2032.39,162.5912,27182332.41,3735.67,Ley 756 8% variable
6350,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,PUT 1,VONU,B,G,4.7917,0.064,2808.8,179.7632,3217798.88,3735.67,Ley 756 8% variable
6351,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,5,PUT 1,VONU,B,O,57.909,0.08,621.32,49.7056,10752758.12,3735.67,Ley 756 8% variable
6352,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,CHAZA,COSTAYACO,B,G,9.4983,0.064,446.84,28.59776,1000967.64,3685.04,Ley 756 8% variable
6353,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,CHAZA,COSTAYACO,QB,G,9.4983,0.064,6497.04,415.81056,14554040.95,3685.04,Ley 756 8% variable
6354,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,CHAZA,COSTAYACO,B,O,58.7853,0.08,44465.24,3557.2192,770586813.17,3685.04,Ley 756 8% variable
6355,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,GUAYUYACO,JUANAMBU,QB,G,7.4026,0.064,898.91,57.53024,1569360.16,3685.04,Ley 756 8% variable
6356,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,GUAYUYACO,JUANAMBU,B,O,58.2556,0.08,7846.47,627.7176,134754783.79,3685.04,Ley 756 8% variable
6357,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,MARANTA,AGAPANTO,QB,G,5.9163,0.064,66.38,4.24832,92621,3685.04,Ley 756 8% variable
6358,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,MARANTA,AGAPANTO,B,O,43.5646,0.08,1231.53,98.5224,15816519.46,3685.04,Ley 756 8% variable
6359,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,MARANTA,MIRTO,QB,G,4.9254,0.064,69.09,4.42176,80256.24,3685.04,Ley 756 8% variable
6360,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,MARANTA,MIRTO,B,O,42.4061,0.08,2980.97,238.4776,37266459.02,3685.04,Ley 756 8% variable
6361,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,PUT 1,VONU,B,G,6.5013,0.064,803.64,51.43296,1232207.71,3685.04,Ley 756 8% variable
6362,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,PUT 1,VONU,QB,G,6.5013,0.064,800.7,51.2448,1227699.85,3685.04,Ley 756 8% variable
6363,PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),2021,6,PUT 1,VONU,B,O,63.188,0.08,105.57,8.4456,1966560.56,3685.04,Ley 756 8% variable
6364,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,B,G,4.073,0.2,4444.89,888.978,12641397.02,3491.32,Ley 141 20%
6365,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,I,G,4.073,0.064,8072.12,516.61568,7346350.43,3491.32,Ley 756 8% variable
6366,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,QB,G,4.073,0.2,2455.79,491.158,6984338.23,3491.32,Ley 141 20%
6367,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,QI,G,4.073,0.064,4459.9,285.4336,4058907.45,3491.32,Ley 756 8% variable
6368,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,B,O,49.5599,0.2,20181,4036.2,698381547.09,3491.32,Ley 141 20%
6369,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,INFANTAS,I,O,49.5599,0.08343716,261551.82,21823.1410536312,3776046531.34,3491.32,Ley 756 8% variable
6370,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,B,G,4.073,0.2,9505.58,1901.116,27034147.36,3491.32,Ley 141 20%
6371,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,I,G,4.073,0.064,72318.41,4628.37824,65816215.92,3491.32,Ley 756 8% variable
6372,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,QB,G,4.073,0.2,3949.33,789.866,11232010.11,3491.32,Ley 141 20%
6373,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,QI,G,4.073,0.064,30046.48,1922.97472,27344981.86,3491.32,Ley 756 8% variable
6374,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,B,O,49.5629,0.2,62062,12412.4,2147841001.25,3491.32,Ley 141 20%
6375,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,LA CIRA INFANTAS,LA CIRA,I,O,49.5629,0.09531935,629899.9,60041.649033065005,10389603587.57,3491.32,Ley 756 8% variable
6376,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,G,5.1023,0.2,18817,3763.4,67040312,3491.32,Ley 141 20%
6377,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,G,5.1023,0.064,34638.96,2216.89344,39491212.08,3491.32,Ley 756 8% variable
6378,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QB,G,5.1023,0.2,179.61,35.922,639905.59,3491.32,Ley 141 20%
6379,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QI,G,5.1023,0.064,330.63,21.16032,376944.79,3491.32,Ley 756 8% variable
6380,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,O,50.5974,0.2,90239.17,18047.834,3188180819.52,3491.32,Ley 141 20%
6381,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,1,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,O,50.5974,0.08,82275.3,6582.024,1162725824.72,3491.32,Ley 756 8% variable
6382,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,B,G,4.073,0.2,5194.99,1038.998,15042070.9,3554.5,Ley 141 20%
6383,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,I,G,4.073,0.064,10344.21,662.02944,9584516.86,3554.5,Ley 756 8% variable
6384,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,QB,G,4.073,0.2,1159.87,231.974,3358398.18,3554.5,Ley 141 20%
6385,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,QI,G,4.073,0.064,2309.53,147.80992,2139914.89,3554.5,Ley 756 8% variable
6386,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,B,O,56.9346,0.2,18172,3634.4,735508195.35,3554.5,Ley 141 20%
6387,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,INFANTAS,I,O,56.9346,0.08372814,244387.96,20462.1493291944,4141007738.57,3554.5,Ley 756 8% variable
6388,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,B,G,4.073,0.2,11107.42,2221.484,32161486.66,3554.5,Ley 141 20%
6389,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,I,G,4.073,0.064,91622.19,5863.82016,84893330.26,3554.5,Ley 756 8% variable
6390,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,QB,G,4.073,0.2,1240.12,248.024,3590761.92,3554.5,Ley 141 20%
6391,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,QI,G,4.073,0.064,10229.45,654.6848,9478185.09,3554.5,Ley 756 8% variable
6392,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,B,O,56.9376,0.2,55832,11166.4,2259908505.15,3554.5,Ley 141 20%
6393,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,LA CIRA INFANTAS,LA CIRA,I,O,56.9376,0.09512631,563536.65,53607.1620642615,10849269369.03,3554.5,Ley 756 8% variable
6394,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,G,3.2068,0.2,16716,3343.2,38107701.2,3554.5,Ley 141 20%
6395,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,G,3.2068,0.064,34429.02,2203.45728,25116263.28,3554.5,Ley 756 8% variable
6396,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QB,G,3.2068,0.2,163.26,32.652,372186,3554.5,Ley 141 20%
6397,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QI,G,3.2068,0.064,336.27,21.52128,245311.73,3554.5,Ley 756 8% variable
6398,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,O,57.1796,0.2,84090.99,16818.198,3418212771.26,3554.5,Ley 141 20%
6399,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,2,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,O,57.1796,0.08,93317.97,7465.4376,1517312029.99,3554.5,Ley 756 8% variable
6400,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,B,G,4.1253,0.2,5064.48,1012.896,15095958.91,3612.77,Ley 141 20%
6401,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,I,G,4.1253,0.064,10055.03,643.52192,9590896.23,3612.77,Ley 756 8% variable
6402,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,QB,G,4.1253,0.2,1800.9,360.18,5368035.99,3612.77,Ley 141 20%
6403,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,QI,G,4.1253,0.064,3575.51,228.83264,3410466.61,3612.77,Ley 756 8% variable
6404,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,B,O,62.1877,0.2,20057,4011.4,901240664.09,3612.77,Ley 141 20%
6405,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,INFANTAS,I,O,62.1877,0.08338897,260058.2,21685.985438054002,4872187245.41,3612.77,Ley 756 8% variable
6406,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,B,G,4.1428,0.2,11199.12,2239.824,33523408.48,3612.77,Ley 141 20%
6407,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,I,G,4.1428,0.064,85373.38,5463.89632,81778046.22,3612.77,Ley 756 8% variable
6408,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,QB,G,4.1428,0.2,2144.49,428.898,6419308.9,3612.77,Ley 141 20%
6409,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,QI,G,4.1428,0.064,16347.9,1046.2656,15659439.89,3612.77,Ley 756 8% variable
6410,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,B,O,62.1817,0.2,61535,12307,2764745155.07,3612.77,Ley 141 20%
6411,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,LA CIRA INFANTAS,LA CIRA,I,O,62.1817,0.09430121,598337.37,56423.9379792177,12675534992.33,3612.77,Ley 756 8% variable
6412,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,G,3.2068,0.2,18290,3658,42379505.61,3612.77,Ley 141 20%
6413,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,G,3.2068,0.064,38607.48,2470.87872,28626194.4,3612.77,Ley 756 8% variable
6414,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QB,G,3.2068,0.2,479.87,95.974,1111899.78,3612.77,Ley 141 20%
6415,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,QI,G,3.2068,0.064,1012.94,64.82816,751062.15,3612.77,Ley 756 8% variable
6416,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,B,O,58.7091,0.2,95406.5,19081.3,4047190959.83,3612.77,Ley 141 20%
6417,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,3,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,LLANITO UNIFICADO,I,O,58.7091,0.08,106518.08,8521.4464,1807419873.38,3612.77,Ley 756 8% variable
6418,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,B,G,4.1195,0.2,4594.72,918.944,13820355.25,3650.78,Ley 141 20%
6419,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,I,G,4.1195,0.064,10165.11,650.56704,9784130.15,3650.78,Ley 756 8% variable
6420,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,QB,G,4.1195,0.2,2232.63,446.526,6715477.46,3650.78,Ley 141 20%
6421,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,QI,G,4.1195,0.064,4939.36,316.11904,4754236.93,3650.78,Ley 756 8% variable
6422,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,B,O,59.1079,0.2,19350,3870,835107064.55,3650.78,Ley 141 20%
6423,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,INFANTAS,I,O,59.1079,0.08331032,249309.61,20770.0633881752,4481970714.75,3650.78,Ley 756 8% variable
6424,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,B,G,4.1195,0.2,11458.16,2291.632,34464742.96,3650.78,Ley 141 20%
6425,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,I,G,4.1195,0.064,103951.8,6652.9152,100055774.4,3650.78,Ley 756 8% variable
6426,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,QB,G,4.1195,0.2,1694.72,338.944,5097510.26,3650.78,Ley 141 20%
6427,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,QI,G,4.1195,0.064,15374.96,983.99744,14798719.37,3650.78,Ley 756 8% variable
6428,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,B,O,59.1079,0.2,59310,11862,2559700258.35,3650.78,Ley 141 20%
6429,SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),2021,4,LA CIRA INFANTAS,LA CIRA,I,O,59.1079,0.09484417,595325.05,56463.1102474585,12184171124.99,3650.78,Ley 756 8% variable
