Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
3454,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA,I,O,50.2313,0.08,33650.08,2692.0064,472106698.03,3491.32,Ley 756 8% variable
3455,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA,QB,G,4.4162,0.2,258.42,51.684,796882.48,3491.32,Ley 141 20%
3456,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA,B,O,50.2313,0.2,2198.15,439.63,77099469.85,3491.32,Ley 141 20%
3457,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA,I,O,50.2313,0.08,8857.2,708.576,124265483.11,3491.32,Ley 756 8% variable
3458,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA MIRADOR,QB,G,4.8084,0.064,929.18,59.46752,998320.64,3491.32,Ley 756 8% variable
3459,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,FLOREÑA MIRADOR,B,O,50.2313,0.08,62599.94,5007.9952,878269858.02,3491.32,Ley 756 8% variable
3460,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,G,3.6322,0.085825,1451086.6,124539.507445,1579306977.3,3491.32,Ley 756 8% variable
3461,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.2,112.28,22.456,284768.28,3491.32,Ley 141 20%
3462,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.12,112.28,13.4736,170861.04,3491.32,ARTICULO 39 LEY 756
3463,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.2,41399.33,8279.866,1452069430.25,3491.32,Ley 141 20%
3464,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.12,41399.33,4967.9196,871241658.19,3491.32,ARTICULO 39 LEY 756
3465,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,O,50.2313,0.0896087,104274.23,9343.878193801,1638669017.47,3491.32,Ley 756 8% variable
3466,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.2,192480.54,38496.108,488175785.86,3491.32,Ley 141 20%
3467,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.12,192480.54,23097.6648,292905471.77,3491.32,ARTICULO 39 LEY 756
3468,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,G,3.6322,0.085825,776997,66685.76752499999,845653721.45,3491.32,Ley 756 8% variable
3469,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.2,36.49,7.298,92547.11,3491.32,Ley 141 20%
3470,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.12,36.49,4.3788,55528.32,3491.32,ARTICULO 39 LEY 756
3471,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.2,21822.01,4364.402,765400638.34,3491.32,Ley 141 20%
3472,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.12,21822.01,2618.6412,459240383.3,3491.32,ARTICULO 39 LEY 756
3473,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,O,50.2313,0.0896087,54964.01,4925.253482887,863759149.78,3491.32,Ley 756 8% variable
3474,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,G,3.6322,0.085825,1286685.47,110429.78046275,1400379095.52,3491.32,Ley 756 8% variable
3475,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.2,99.56,19.912,252507.13,3491.32,Ley 141 20%
3476,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.12,99.56,11.9472,151504.5,3491.32,ARTICULO 39 LEY 756
3477,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.2,56287.77,11257.554,1974277122.65,3491.32,Ley 141 20%
3478,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.12,56287.77,6754.5324,1184566273.67,3491.32,ARTICULO 39 LEY 756
3479,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,O,50.2313,0.0896087,141774.35,12704.215196845,2227983221.4,3491.32,Ley 756 8% variable
3480,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.2,718062.14,143612.428,1821173972.91,3491.32,Ley 141 20%
3481,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.12,718062.14,86167.4568,1092704383.91,3491.32,ARTICULO 39 LEY 756
3482,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,G,3.6322,0.085825,2013953.2,172847.53339,2191909387.68,3491.32,Ley 756 8% variable
3483,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.2,67.68,13.536,171652.32,3491.32,Ley 141 20%
3484,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.12,67.68,8.1216,102991.41,3491.32,ARTICULO 39 LEY 756
3485,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.2,56579.02,11315.804,1984492631.18,3491.32,Ley 141 20%
3486,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.12,56579.02,6789.4824,1190695578.98,3491.32,ARTICULO 39 LEY 756
3487,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,O,50.2313,0.0896087,142507.89,12769.946762643001,2239510798.63,3491.32,Ley 756 8% variable
3488,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.2,86765.85,17353.17,220058541.92,3491.32,Ley 141 20%
3489,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,G,3.6322,0.12,86765.85,10411.902,132035125.36,3491.32,ARTICULO 39 LEY 756
3490,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,G,3.6322,0.085825,175375.41,15051.594563249999,190871867.09,3491.32,Ley 756 8% variable
3491,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.2,2.92,0.584,7405.73,3491.32,Ley 141 20%
3492,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,QB,G,3.6322,0.12,2.92,0.3504,4443.48,3491.32,ARTICULO 39 LEY 756
3493,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.2,3711.87,742.374,130192757.09,3491.32,Ley 141 20%
3494,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,B,O,50.2313,0.12,3711.87,445.4244,78115654.87,3491.32,ARTICULO 39 LEY 756
3495,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,PIEDEMONTE,PAUTO SUR,I,O,50.2313,0.0896087,9349.25,837.774138475,146923418,3491.32,Ley 756 8% variable
3496,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7049,0.2,55.96,11.192,222917.46,3491.32,Ley 141 20%
3497,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,39.5958,0.2,295.97,59.194,8183073.47,3491.32,Ley 141 20%
3498,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7049,0.064,220.45,14.1088,281013.71,3491.32,Ley 756 8% variable
3499,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,39.5958,0.08,2379.26,190.3408,26313018.15,3491.32,Ley 756 8% variable
3500,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7049,0.064,36.57,2.34048,46616.6,3491.32,Ley 756 8% variable
3501,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,39.5958,0.08,7867.64,629.4112,87010816.42,3491.32,Ley 756 8% variable
3502,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7049,0.064,172.52,11.04128,219916.13,3491.32,Ley 756 8% variable
3503,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,39.5958,0.08,3295.8,263.664,36449335.44,3491.32,Ley 756 8% variable
3504,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RECETOR,CUPIAGUA LIRIA,B,O,53.1172,0.2,566.2,113.24,21000260.77,3491.32,Ley 141 20%
3505,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RECETOR,CUPIAGUA LIRIA,B,O,53.1172,0.12,566.2,67.944,12600156.56,3491.32,ARTICULO 39 LEY 756
3506,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RECETOR,PAUTO SUR RECETOR,B,O,50.8103,0.2,12638.25,2527.65,448392512.74,3491.32,Ley 141 20%
3507,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RECETOR,PAUTO SUR RECETOR,B,O,50.8103,0.12,12638.25,1516.59,269035508.22,3491.32,ARTICULO 39 LEY 756
3508,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RIO VERDE,BORAL,B,O,42.2598,0.08,20741.38,1659.3104,244818779.62,3491.32,Ley 756 8% variable
3509,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RIO VERDE,TILODIRÁN,B,O,43.6405,0.08,16103.94,1288.3152,196291504.8,3491.32,Ley 756 8% variable
3510,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,1,RIO VERDE,TILODIRÁN,P,O,43.6405,0.06,13319.68,799.1808,121765544.42,3491.32,Ley 756 8% variable
3511,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CAMPO RICO,VIGIA,P,O,50.3284,0.06,4681.72,280.9032,50251418.69,3554.5,Ley 756 8% variable
3512,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CAMPO RICO,VIGIA,P,O,50.3284,0.06,4358.37,261.5022,46780729.31,3554.5,Ley 756 8% variable
3513,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CAMPO RICO,VIGIA SUR,P,O,50.4114,0.06,32.11,1.9266,345222.08,3554.5,Ley 756 8% variable
3514,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CASANARE,LA GLORIA NORTE,B,O,48.9807,0.2,2905.07,581.014,101155640.26,3554.5,Ley 141 20%
3515,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CASANARE,MORICHAL,B,G,4.1664,0.2,3966,793.2,11746870.63,3554.5,Ley 141 20%
3516,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CASANARE,MORICHAL,B,O,52.0417,0.2,4253.08,850.616,157348838.01,3554.5,Ley 141 20%
3517,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,CASANARE,TOCARIA,B,O,53.5875,0.2,5159.82,1031.964,196565167.43,3554.5,Ley 141 20%
3518,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,QB,G,4.3179,0.2,599.51,119.902,1840252.8,3554.5,Ley 141 20%
3519,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,B,O,57.3747,0.2,5944.07,1188.814,242444790.43,3554.5,Ley 141 20%
3520,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,I,O,57.3747,0.08,31575.6,2526.048,515158114.57,3554.5,Ley 756 8% variable
3521,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,QB,G,4.3179,0.2,148.88,29.776,457001.28,3554.5,Ley 141 20%
3522,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,B,O,57.3747,0.2,5733.88,1146.776,233871628.86,3554.5,Ley 141 20%
3523,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,I,O,57.3747,0.08,30458.98,2436.7184,496940381.32,3554.5,Ley 756 8% variable
3524,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,QB,G,4.3179,0.2,275.05,55.01,844291.68,3554.5,Ley 141 20%
3525,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,B,O,57.3747,0.2,2350.05,470.01,95853073.66,3554.5,Ley 141 20%
3526,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA,I,O,57.3747,0.08,12483.76,998.7008,203673414.23,3554.5,Ley 756 8% variable
3527,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA MIRADOR,QB,G,4.7014,0.064,581.96,37.24544,622413.1,3554.5,Ley 756 8% variable
3528,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,FLOREÑA MIRADOR,B,O,57.3747,0.08,70902.92,5672.2336,1156786080.77,3554.5,Ley 756 8% variable
3529,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,G,3.6108,0.08607148,1347887.8,116014.69781994399,1489000917.95,3554.5,Ley 756 8% variable
3530,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.2,37172.03,7434.406,1516160650.11,3554.5,Ley 141 20%
3531,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.12,37172.03,4460.6436,909696390.07,3554.5,ARTICULO 39 LEY 756
3532,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,O,57.3747,0.08931156,93991.1,8394.491767116,1711958977.62,3554.5,Ley 756 8% variable
3533,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.2,118489.84,23697.968,304153669.59,3554.5,Ley 141 20%
3534,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.12,118489.84,14218.7808,182492201.96,3554.5,ARTICULO 39 LEY 756
3535,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,G,3.6108,0.08607148,615220.29,52952.9208863292,679628954.61,3554.5,Ley 756 8% variable
3536,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.2,17991.99,3598.398,733851426.38,3554.5,Ley 141 20%
3537,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.12,17991.99,2159.0388,440310856.13,3554.5,ARTICULO 39 LEY 756
3538,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,O,57.3747,0.08931156,45493.52,4063.0972410912,828621432.96,3554.5,Ley 756 8% variable
3539,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.2,336877.65,67375.53,864737209.24,3554.5,Ley 141 20%
3540,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.12,336877.65,40425.318,518842325.56,3554.5,ARTICULO 39 LEY 756
3541,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,G,3.6108,0.08607148,1706146.24,146850.53197323522,1884766163.5,3554.5,Ley 756 8% variable
3542,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.2,53549.44,10709.888,2184157113.92,3554.5,Ley 141 20%
3543,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.12,53549.44,6425.9328,1310494268.36,3554.5,ARTICULO 39 LEY 756
3544,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,O,57.3747,0.08931156,135402.1,12092.972778276,2466221170.4,3554.5,Ley 756 8% variable
3545,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.2,379131.93,75826.386,973200468.98,3554.5,Ley 141 20%
3546,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.12,379131.93,45495.831600000005,583920281.6,3554.5,ARTICULO 39 LEY 756
3547,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,G,3.6108,0.08607148,1406948.95,121098.178410946,1554245300.02,3554.5,Ley 756 8% variable
3548,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.2,47397.95,9479.59,1933252143.12,3554.5,Ley 141 20%
3549,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.12,47397.95,5687.754,1159951286.26,3554.5,ARTICULO 39 LEY 756
3550,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,O,57.3747,0.08931156,119847.81,10703.794873683599,2182914491.38,3554.5,Ley 756 8% variable
3551,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.2,55063.97,11012.794,141344680.17,3554.5,Ley 141 20%
3552,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,G,3.6108,0.12,55063.97,6607.6764,84806808.2,3554.5,ARTICULO 39 LEY 756
3553,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,G,3.6108,0.08607148,125056.6,10763.806645768,138149029.96,3554.5,Ley 756 8% variable
3554,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.2,2368.59,473.718,96609277.3,3554.5,Ley 141 20%
3555,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,B,O,57.3747,0.12,2368.59,284.2308,57965566.38,3554.5,ARTICULO 39 LEY 756
3556,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,PIEDEMONTE,PAUTO SUR,I,O,57.3747,0.08931156,5989.07,534.8931846492001,109085244.75,3554.5,Ley 756 8% variable
3557,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.5779,0.064,18.76,1.20064,23804.49,3554.5,Ley 756 8% variable
3558,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,47.6454,0.08,7418.94,593.5152,100515107.23,3554.5,Ley 756 8% variable
3559,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.5779,0.2,28.01,5.602,111068.71,3554.5,Ley 141 20%
3560,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,47.6454,0.2,275.38,55.076,9327427.61,3554.5,Ley 141 20%
3561,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.5779,0.064,82.6,5.2864,104811.41,3554.5,Ley 756 8% variable
3562,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,47.6454,0.08,2918.34,233.4672,39538971.52,3554.5,Ley 756 8% variable
3563,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.5779,0.064,149.95,9.5968,190272.28,3554.5,Ley 756 8% variable
3564,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,47.6454,0.08,2198.57,175.8856,29787206.74,3554.5,Ley 756 8% variable
3565,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,CUPIAGUA LIRIA,QB,G,6.0515,0.2,39.86,7.972,171477.92,3554.5,Ley 141 20%
3566,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,CUPIAGUA LIRIA,QB,G,6.0515,0.12,39.86,4.7832,102886.9,3554.5,ARTICULO 39 LEY 756
3567,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,CUPIAGUA LIRIA,B,O,60.2396,0.2,500.82,100.164,21447281.09,3554.5,Ley 141 20%
3568,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,CUPIAGUA LIRIA,B,O,60.2396,0.12,500.82,60.0984,12868369.06,3554.5,ARTICULO 39 LEY 756
3569,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,PAUTO SUR RECETOR,QB,G,4.3898,0.2,482.92,96.584,1507052.43,3554.5,Ley 141 20%
3570,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,PAUTO SUR RECETOR,QB,G,4.3898,0.12,482.92,57.9504,904231.63,3554.5,ARTICULO 39 LEY 756
3571,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,PAUTO SUR RECETOR,B,O,57.9327,0.2,10775.47,2155.094,443780796.86,3554.5,Ley 141 20%
